,target_image,option
76320,./playground/data/flickr30k/flickr30k_images/3558267192.jpg,A cowboy is viciously thrown about as he attempts to hold on to a horse he is riding in a rodeo competition .
86675,./playground/data/flickr30k/flickr30k_images/3846534355.jpg,Three little boys on the beach watching another boy kick a ball .
151675,./playground/data/flickr30k/flickr30k_images/7521110296.jpg,A man wearing a yellow shirt is pouring something white into one of many barrels inside of a building .
97160,./playground/data/flickr30k/flickr30k_images/4365035558.jpg,A mother  her children  and their pet dog are on a beach and look like they are vacationing .
39990,./playground/data/flickr30k/flickr30k_images/2702678131.jpg,A man with no shirt and a woman in a bikini in the water looking away from the camera .
94075,./playground/data/flickr30k/flickr30k_images/4212865709.jpg,Two people in bright orange coats are working on some piece of equipment that is dealing with a train .
55380,./playground/data/flickr30k/flickr30k_images/3090923153.jpg,A man is playing on a drum set with a white band around his wrist with two drumsticks in his hand .
124060,./playground/data/flickr30k/flickr30k_images/4893958897.jpg,A life-size  mechanized model of an elephant parades down a city street .
84065,./playground/data/flickr30k/flickr30k_images/3738505221.jpg,A old man is taking photos of nature  while a young couple makes out in the background .
119585,./playground/data/flickr30k/flickr30k_images/4823566568.jpg,Two women wearing shorts are walking on the sidewalk in an urban setting .
81175,./playground/data/flickr30k/flickr30k_images/3669527584.jpg,A Indian women displaying her cultural heritage with painted red fingers and an extravagant head piece .
81970,./playground/data/flickr30k/flickr30k_images/3689406025.jpg,A man and little girl in a pink life vest and red flotation device swimming .
107475,./playground/data/flickr30k/flickr30k_images/4629577937.jpg,A police officer in a black uniform and protective gear is standing in a crowd .
74680,./playground/data/flickr30k/flickr30k_images/3524436870.jpg,A dark brown dog is looking at bubbles while walking on green grass .
32760,./playground/data/flickr30k/flickr30k_images/2522230304.jpg,a climber is climbing a rock face above a mattress that is lying on the ground below .
98530,./playground/data/flickr30k/flickr30k_images/4433551085.jpg,A group of buildings with asian writing on them and people walking about out front .
34325,./playground/data/flickr30k/flickr30k_images/2552816307.jpg,A black dog and a brown and white dog are playing with a stick in the water .
96385,./playground/data/flickr30k/flickr30k_images/4330138788.jpg,A marching band is walking through the street and entertaining a crowd while playing their music by trashcans .
110925,./playground/data/flickr30k/flickr30k_images/4688194296.jpg,People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race .
102210,./playground/data/flickr30k/flickr30k_images/4512401386.jpg,A group of women all dressed the same in black dresses and hats and neckties  are standing by a guitarist on a busy city street at night .
99135,./playground/data/flickr30k/flickr30k_images/444409928.jpg,A young girl wearing a heavy blue coat pauses to look at the ripples her foot has made in a puddle on a paved road .
108245,./playground/data/flickr30k/flickr30k_images/4643130562.jpg," Two uniformed women  wearing jackets saying "" Politie "" on the back  are looking at each other in front of a crowd ."
100955,./playground/data/flickr30k/flickr30k_images/4483767237.jpg,A middle-aged man coming out of a bus and talking on the phone .
7580,./playground/data/flickr30k/flickr30k_images/143237785.jpg,Someone is holding up a green fish for display outdoors .
102770,./playground/data/flickr30k/flickr30k_images/4525819715.jpg,Three painters in white clothing painting a corrugated metal wall .
72375,./playground/data/flickr30k/flickr30k_images/3474406285.jpg,The brown dog is jumping a hurdle over a yellow and black pole .
127510,./playground/data/flickr30k/flickr30k_images/495055747.jpg,An elderly woman in a red jacket is walking up a hilly city street .
109220,./playground/data/flickr30k/flickr30k_images/465859490.jpg,A lady with brown hair sitting at a table while someone speaks on a microphone in the background .
120585,./playground/data/flickr30k/flickr30k_images/4837491077.jpg,A man stands on a transportation platform with earphones and a handheld electronic device .
115715,./playground/data/flickr30k/flickr30k_images/4760617550.jpg,A person is walking on the bridge over a canal  and buildings are bright under sun and clear sky .
7205,./playground/data/flickr30k/flickr30k_images/141559699.jpg,A little girl playing with a knob on a closet in a room and a little boy jumping on someone on a bed .
41520,./playground/data/flickr30k/flickr30k_images/2739180469.jpg,A curious child attempting to fish what nature flushed ashore with a beautiful ocean background .
21135,./playground/data/flickr30k/flickr30k_images/2230134548.jpg,A chef is currently preparing food in a kitchen looking outside .
26410,./playground/data/flickr30k/flickr30k_images/2365967839.jpg,Children drive colorful play cars at an amusement park with a little help from some adults .
81075,./playground/data/flickr30k/flickr30k_images/3667781063.jpg,a group of people are in venice using the boat system to get around .
138825,./playground/data/flickr30k/flickr30k_images/5870433117.jpg,A woman holding cotton candy in her right hand has her mouth open very wide  and points her finger to her right ; a bowl in which the cotton candy may have been made sits in the foreground .
39660,./playground/data/flickr30k/flickr30k_images/2694426634.jpg,Two children wearing life jackets face an older male while he paddles the canoe they are sitting in .
117735,./playground/data/flickr30k/flickr30k_images/479807833.jpg,A man wearing a helmet and safety suit goes uphill over rocks on a dirt bike .
6275,./playground/data/flickr30k/flickr30k_images/137430923.jpg,Four women and one man sitting on the sidewalk with sleeping bags .
59240,./playground/data/flickr30k/flickr30k_images/3182492939.jpg,Four people are shown in a gritty basement setting with blue walls and a white door on the ceiling ; two of the people wear black t-shirts with a skull-and-crossbones and the words ' starve poverty ' .
15800,./playground/data/flickr30k/flickr30k_images/2064841667.jpg,A oriental child of approximately 3 years of age is blowing on a toy and she is wearing green bracelets .
104565,./playground/data/flickr30k/flickr30k_images/4564451257.jpg,A man in an orange top and blue pants carries a lot of boxes while a woman pulling a pink bag goes in the other direction .
23695,./playground/data/flickr30k/flickr30k_images/229944849.jpg,A black women with five black children around her and a white wall in the background .
57540,./playground/data/flickr30k/flickr30k_images/3143953179.jpg,People are ice skating around a tree with onlookers and buildings nearby .
61790,./playground/data/flickr30k/flickr30k_images/3236677456.jpg,A brown and black dog jumps high in the air after a purple Frisbee .
85735,./playground/data/flickr30k/flickr30k_images/38130652.jpg,A contractor with a hard hat holding a plank and walking on top of the building he is constructing  with a safety chain attached to him .
5940,./playground/data/flickr30k/flickr30k_images/135980645.jpg,A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries .
26075,./playground/data/flickr30k/flickr30k_images/2355358070.jpg,A woman wearing a red and pink garment is making pottery out of clay on the ground with no shoes on .
44595,./playground/data/flickr30k/flickr30k_images/2821356536.jpg,Two men  one standing with a marshmallow on a stick  and the other sitting by the fire .
141825,./playground/data/flickr30k/flickr30k_images/6224066807.jpg,A soccer player is on the field with his arms out  about to kick the ball .
101150,./playground/data/flickr30k/flickr30k_images/4486982499.jpg,A bicycle which has been painted completely white  and has been written on in multiple places  is chained to a pole along the street .
2495,./playground/data/flickr30k/flickr30k_images/1159381599.jpg,Person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background .
137665,./playground/data/flickr30k/flickr30k_images/5730196560.jpg,A boy sporting a red uniform crouches over a base while a boy on the opposing team dives for the guarded plate  skidding along the dirt .
99320,./playground/data/flickr30k/flickr30k_images/4447231069.jpg,three teenagers wearing t-shirt run down the beach  with several other people in the background .
127210,./playground/data/flickr30k/flickr30k_images/4945543678.jpg,Two guys  one in a sweater and jeans  and the other in shorts  walk down the sidewalk .
61885,./playground/data/flickr30k/flickr30k_images/3239891140.jpg,Old man in a blue and red sweater sits next to another old man wearing a white shirt appearing to be taking a nap .
31055,./playground/data/flickr30k/flickr30k_images/2474918824.jpg,A man in a red shirt climbs a rock while another man stands behind to help him .
144335,./playground/data/flickr30k/flickr30k_images/6575547265.jpg,Several young girls  dressed in similar white and maroon outfits are playing their instruments while walking down the street .
